FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6
4BB,Finansman Giderleri,Financial Expenses,TKFEN,-14026224,-27061677,-38888815,-85319840,-19603099,-33614280,-52970464,-190473527,-37776336,-49355165,-61171064,-167347771,-13145973,-61599506,-74136557,-95489378,-17990000,-27809340,-21611276,-44967558,-18197692,-29947213
4BC,Yurtiçi Satışlar,Domestic Sales,TKFEN,241558644,380770392,593785153,811560670,266336813,499994078,696688744,1022825646,261483669,563210388,857540812,2271714214,613563401,1159801051,840249465,727715651,434375896,979094959,1059079740,269353784,0,504071256
4BD,Yurtdışı Satışlar,Export Sales,TKFEN,252651277,522607084,672700362,932484125,245552097,471147834,665464661,840264706,117528988,321477897,494098887,1038083471,219804856,460340607,365771743,479422042,84612187,229054142,262495136,492572994,0,189750632
4BE,Net Yabancı Para Pozisyonu,Net Fx Position,TKFEN,135872976,120646850,95568459,69450998,50405904,-7482543,-30203595,-68918762,-109483149,-74960226,-127804726,-304938895,-123397300,-999202,-63682686,-282985460,-142528484,-143307288,-192333581,-350307520,-325075672,-276335629
4BEA,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,TKFEN,126961811,105077150,79876234,63708878,45985980,-35951845,-42621338,-82490978,-124875963,-93544605,-141336132,-335850882,-141704783,-30151295,-82259282,-351253904,-152298215,-163857299,-221413755,-364103722,-336104835,-295893906
4BEB,Net YPP (Hedge Dahil),Net YPP (Hedge Dahil),TKFEN,221965334,176997180,125863740,95719916,71069352,63432661,33769749,51024825,51825457,119657171,167960689,142757175,42328617,131670030,78621183,-18871785,6051145,-40952276,-52932094,-185287888,-215192444,-175831684
4C,İşletme Faaliyetlerinden Kaynaklanan Net Nakit,Net Cash from Operations,TKFEN,26869886,-87946823,-201755108,-154968631,18026619,4395531,28322665,59814037,-192234150,-160802462,-93195189,79395916,135293491,-85519237,-2591428,150306386,212091748,144796761,163468990,184856659,-29756979,15079346
4CA,Düzeltme Öncesi Kar,Earnings Before Adjustments,TKFEN,7581579,21824092,19000721,-9590547,55283215,91888782,147973048,92927334,7088900,71618963,112785366,84741925,-99382358,-95093947,-125335051,-67612381,-23783365,1030045,1514064,14684001,-20283461,-64131624
4CAA,Düzeltmeler:,Adjustments:,TKFEN,23714861,35450762,59700960,128285343,19370286,20316150,-258269,44733387,6441852,14844369,17914894,227664433,90041147,157337872,270980564,302219584,80941113,119221693,129378872,112868119,25207432,58920322
4CAB,Amortisman & İtfa Payları,Depreciation & Amortisation,TKFEN,11994069,21488294,33992225,44826181,12043854,24068955,35360574,48316298,8696608,18116710,26754136,100260363,21608690,49542120,70648149,90777087,18270649,42327904,48108798,78763980,16592951,33019506
4CAC,Karşılıklardaki Değişim,Change in Provisions,TKFEN,12330799,2230372,2514819,44527357,-11630761,-4498702,-11444269,10974723,3076502,-4031750,957009,-14627676,673664,27752453,25277588,118454785,-8345913,-18713026,-25154678,-39827026,-5395704,-8663280
4CAD,Diğer Gelir/ Gider,Other Income / Expense,TKFEN,-610006,11732097,23193917,38931804,18957193,745897,-24174574,-14557633,-5331257,759408,-9796251,142031747,28307220,46192256,73353727,-32261110,33432975,24671170,31212732,18490493,7268678,14122904
4CAE,İşletme Sermayesinde Değişikler Öncesi Faaliyet Karı (+),Operating Profit Before Changes in Working Capital (+),TKFEN,31296440,57274855,78701681,118694796,74653502,112204932,147714780,137660721,13530753,86463332,130700259,312406359,-9341211,62243924,145645513,234607203,57157748,120251738,130892937,127552120,4923971,-5211302
4CAF,İşletme Sermayesindeki Değişiklikler,Change in Working Capital,TKFEN,67448074,-74811195,-203046670,-175844342,-43601679,-75948644,-66570590,-6103430,-192887496,-220980792,-179486518,-148042035,173055029,-77715566,-64713636,59199485,181776690,50750002,59755638,112901872,-19349842,49004551
4CAG,Esas Faaliyet ile İlgili Oluşan Nakit (+),Cash from Core Operations (+),TKFEN,98744514,-17536341,-124344989,-57149546,31051823,36256288,81144190,131557291,-179356743,-134517460,-48786259,164364324,163713818,-15471641,80931877,293806688,238934438,171001740,190648575,240453993,-14425871,43793249
4CAH,Diğer İşletme Faaliyetlerinden Nakit,Cash from Other Operations,TKFEN,-71874628,-70410482,-77410119,-97819084,-13025204,-31860757,-52821525,-71743254,-12877407,-26285002,-44408930,-84968407,-28420327,-70047596,-83523306,-143500302,-26842690,-26204979,-27179585,-55597333,-15331108,-28713904
4CAI,Sabit Sermaye Yatırımları,Capital Expenditures (CapEx),TKFEN,-10663666,-40642360,-53535378,-76362515,-13180907,-28617341,-37646985,-60000252,-11900429,-25360479,-31954182,-103405651,-10741625,-45972265,-39235318,-58150364,-11532885,-29957723,-39743680,-72944839,-16705071,-38599101
4CAJ,Diğer Yatırım Faaliyetlerinden Nakit,Cash from Other Investment Operations,TKFEN,-61235984,-111736012,-122590585,-101521373,-7477815,-10024295,32622410,44700670,-2800678,-4192096,-4156317,10428161,-89183,7713221,39408119,52695224,-656709,-24495848,-21232249,-14683930,-566945,-1263962
4CAK,Yatırım Faaliyetlerinden Kaynaklanan Nakit,Cash from Investment Operations,TKFEN,-71899649,-152378372,-176125963,-177883888,-20658722,-38641637,-5024575,-15299582,-14701107,-29552574,-36110499,-92977490,-10830809,-38259045,172801,-5455140,-12189595,-54453571,-60975929,-87628769,-17272017,-39863063
4CB,Serbest Nakit Akım,Free Cash Flow,TKFEN,-45029763,-240325195,-377881071,-332852519,-2632103,-34246105,23298090,44514455,-206935257,-190355036,-129305687,-13581574,124462682,-123778282,-2418628,144851246,199902153,90343190,102493061,97227890,-47028995,-24783718
4CBA,Finansal Borçlardaki Değişim,Change in Financial Debt,TKFEN,-16423239,57368989,151113049,188976951,2168369,-13280132,7519032,7839536,60475904,57258990,59722135,10667342,21201729,38741702,106596465,112821413,23057535,-17862034,11294455,73274135,8979968,-7009896
4CBB,Temettü Ödemeleri,Dividends Paid,TKFEN,0,-37510920,-57203812,-54818291,-9599054,-9009318,-8771258,-7964240,0,-23191748,-21695671,-36367717,0,-100504686,-97642845,-96669643,0,0,0,0,0,0
4CBC,Sermaye Artırımı,Rights Issue,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBD,Diğer Finansman Faaliyetlerinden Nakit,Cash from Other Financial Operations,TKFEN,-2038370,-3241623,-4694200,-6223084,-1392148,-2871924,-4205470,-4710175,-1114388,-1862751,-2661450,-6635084,-1130536,-6388073,-10156695,-11714610,-3153381,-8425514,-9177850,-38180051,-6679474,-8020948
4CBE,Finansman Faaliyetlerden Kaynaklanan Nakit,Cash from Financial Operations,TKFEN,-18461609,16616445,89215037,127935576,-8822833,-25161374,-5457696,-4834879,59361516,32204492,35365014,-32335459,20071193,-68151057,-1203075,4437159,19904154,-26287548,2116605,35094084,2300494,-15030844
4CBF,Yab. Para Çev. Fark. Etk. Önc.Nak.Ve Nak. Benz. Net Artış/Azalış,Cash Net Inc. / Dec. before For.Cur. Trans. Dif.,TKFEN,-63491372,-223708749,-288666034,-204916942,-11454936,-59407479,17840394,39679576,-147573741,-158150545,-93940674,-45917033,144533875,-191929339,-3621702,149288405,219806307,64055642,104609665,132321974,-44728502,-39814562
4CBG,Yab.ı Para Çevrim Fark. Nakit Ve Nakit Benz. Üzerindeki Etkisi,Foreign Curr. Trans.Diff.Cash and Cash Benz. Imp.,TKFEN,37459795,57065135,117843375,86026345,32264230,48675311,53582510,162557121,17381980,50624159,36223739,-367354142,-17165567,59492168,-30172008,-14481713,-23321485,-61098864,-70074504,-27291183,12194553,-13544172
4CBH,Diğer Nakit Girişi/Çıkışı,Other Cash Inflow/Outflow,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBI,Nakit ve Benzerlerindeki Değişim,Change in Cash & Cash Equivalents,TKFEN,-26031577,-166643614,-170822659,-118890597,20809294,-10732168,71422904,202236697,-130191761,-107526385,-57716935,-413271175,127368307,-132437171,-33793710,134806692,196484823,2956777,34535161,105030791,-32533949,-53358735
4CBJ,Diğer Nakit ve Nakit Benzerlerindeki Artış,Other Cash & Cash Equivalents Change,TKFEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBK,Dönem Başı Nakit Değerler,Cash at the beginning of the Quarter,TKFEN,669637484,631878160,608008966,582653699,440117474,413078026,402162939,365161094,362429020,340179227,318234598,824980870,416596745,430920999,418650001,414475079,338389898,351212658,277485564,337845323,286586411,293847417
4CBL,Dönem Sonu Nakit,Cash at the End of the Quarter,TKFEN,643605907,465234545,437186307,463763103,460926767,402345857,473585843,567397791,232237258,232652842,260517663,411709695,494439431,222990546,262366870,399474409,483807393,282093790,236124257,335059620,228618086,199546137
