FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6
4BEB,Net YPP (Hedge Dahil),Net YPP (Hedge Dahil),KOZAA,131470463,38051808,12768764,71708543,201016602,188939524,143746601,73409221,-4913013,-94667563,-9711730,-10773872,-17643134,-11031267,-4928476,-23532164,-12512523,-13778508,-8069765,-4043898,855010,-2065670
4C,İşletme Faaliyetlerinden Kaynaklanan Net Nakit,Net Cash from Operations,KOZAA,55079170,117189952,153930638,191321440,71422622,129607712,183699740,266608754,26444731,13234396,78338525,126686948,-18607847,4938940,-4217541,-74913543,178353319,40406484,83103532,26193626,116755445,99151866
4CA,Düzeltme Öncesi Kar,Earnings Before Adjustments,KOZAA,60723938,128624213,204103767,241362957,95843074,185980779,240364690,325961734,70438410,109783988,182154630,-218347497,-26160261,18213045,-101658800,34874741,-18895447,-22132836,-53899659,-59021611,13313135,46672152
4CAA,Düzeltmeler:,Adjustments:,KOZAA,30152310,44564684,76586002,94153650,629971,-2006253,24067343,64321078,-4783618,111644,-1723797,593286948,8472032,-15501590,149170093,14820760,87471967,97987284,126395508,58132640,34561382,32794315
4CAB,Amortisman & İtfa Payları,Depreciation & Amortisation,KOZAA,8044563,14693631,26830426,34134823,5359141,11404046,18046959,26849309,5244373,10883488,14932827,68153372,13501064,25266040,33985340,51945283,17374537,37982691,33493649,48607414,5339492,11722822
4CAC,Karşılıklardaki Değişim,Change in Provisions,KOZAA,15716253,24077303,40010208,50876516,15805313,3899323,41914770,54362810,9982330,35381177,43613863,74496792,3913051,31317207,42445018,45129757,20194363,43913702,42665087,63781136,17233071,22037939
4CAD,Diğer Gelir/ Gider,Other Income / Expense,KOZAA,6391494,5793750,9745368,9142311,-20534483,-17309622,-35894387,-16891041,-20010321,-46153020,-60270487,450636784,-127826079,-248083663,-263575260,-485655031,-17407256,-101640824,-124745446,-201897122,-13412706,-54459746
4CAE,İşletme Sermayesinde Değişikler Öncesi Faaliyet Karı (+),Operating Profit Before Changes in Working Capital (+),KOZAA,90876248,173188897,280689770,335516607,96473044,183974526,264432033,390282813,65654792,109895632,180430833,374939451,-17688228,2711455,47511293,49695501,68576520,75854447,72495849,-888970,47874518,79466467
4CAF,İşletme Sermayesindeki Değişiklikler,Change in Working Capital,KOZAA,-30815304,-28638816,-65274812,-61285130,-6795177,-27655470,7972883,-20392944,-11658815,-48063062,-19184034,-116746961,78212069,22640894,13765378,-42386407,115599975,320537,60464374,96294057,63944103,45884157
4CAG,Esas Faaliyet ile İlgili Oluşan Nakit (+),Cash from Core Operations (+),KOZAA,60060944,144550081,215414958,274231477,89677867,156319055,272404916,369889868,53995977,61832570,161246799,258192491,60523840,25352349,61276672,7309094,184176495,76174984,132960223,95405087,111818621,125350624
4CAH,Diğer İşletme Faaliyetlerinden Nakit,Cash from Other Operations,KOZAA,-4981774,-27360129,-61484320,-82910037,-18255245,-26711344,-88705176,-103281114,-27551246,-48598174,-82908274,-131505543,-79131688,-20413409,-65494213,-82222637,-5823176,-35768500,-49856691,-69211461,4936824,-26198759
4CAI,Sabit Sermaye Yatırımları,Capital Expenditures (CapEx),KOZAA,-9016485,-22433343,-33249480,-43031956,-10826721,-40585658,-88037725,-69519537,-5615598,-13466618,-22403389,-44585406,-2183744,-14700410,-39102564,-61454806,-26858387,-53857403,-100754709,-150019218,-26089528,-44672458
4CAJ,Diğer Yatırım Faaliyetlerinden Nakit,Cash from Other Investment Operations,KOZAA,26870050,42583692,55952639,76811748,40868834,78683430,111655906,136945550,-300160047,-394603048,-479187048,-992038602,155577929,108033015,240336327,330492241,-78543600,87355421,144861989,182174060,-38624275,59252253
4CAK,Yatırım Faaliyetlerinden Kaynaklanan Nakit,Cash from Investment Operations,KOZAA,17853565,20150349,22703159,33779792,30042114,38097772,23618180,67426013,-305775644,-408069666,-501590437,-1036624008,153394185,93332605,201233763,269037436,-105401988,33498019,44107280,32154842,-64713802,14579795
4CB,Serbest Nakit Akım,Free Cash Flow,KOZAA,72932735,137340301,176633797,225101232,101464736,167705484,207317920,334034768,-279330914,-394835271,-423251912,-909937060,134786337,98271545,197016222,194123892,72951332,73904503,127210812,58348468,52041642,113731661
4CBA,Finansal Borçlardaki Değişim,Change in Financial Debt,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,21537925,31385941,25134067,21155686,-17099315,-16371234,-11875341,-12895555,0,0
4CBB,Temettü Ödemeleri,Dividends Paid,KOZAA,0,0,0,0,0,0,0,0,0,0,-88183855,-164535675,0,0,-53319225,-52754019,0,0,0,0,0,0
4CBC,Sermaye Artırımı,Rights Issue,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBD,Diğer Finansman Faaliyetlerinden Nakit,Cash from Other Financial Operations,KOZAA,-466745,-949216,-1371004,-2513965,-288855,-1318026,-2069110,-819594,-542558,-1024748,-1431962,-3120612,-75293053,-119642491,-114248943,-116068990,-29973073,-36094729,-30634294,-38344521,-52323,-101564
4CBE,Finansman Faaliyetlerden Kaynaklanan Nakit,Cash from Financial Operations,KOZAA,-466745,-949216,-1371004,-2513965,-288855,-1318026,-2069110,-819594,-542558,-1024748,-89615817,-167656287,-53755127,-88256550,-142434100,-147667323,-47072388,-52465963,-42509634,-51240076,-52323,-101564
4CBF,Yab. Para Çev. Fark. Etk. Önc.Nak.Ve Nak. Benz. Net Artış/Azalış,Cash Net Inc. / Dec. before For.Cur. Trans. Dif.,KOZAA,72465991,136391085,175262793,222587267,101175881,166387458,205248810,333215173,-279873472,-395860018,-512867729,-1077593347,81031210,10014995,54582122,46456569,25878943,7598208,84701177,7108392,51989319,101995287
4CBG,Yab.ı Para Çevrim Fark. Nakit Ve Nakit Benz. Üzerindeki Etkisi,Foreign Curr. Trans.Diff.Cash and Cash Benz. Imp.,KOZAA,0,0,0,0,0,0,0,0,0,0,0,-359178823,0,0,0,0,0,0,0,0,0,0
4CBH,Diğer Nakit Girişi/Çıkışı,Other Cash Inflow/Outflow,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBI,Nakit ve Benzerlerindeki Değişim,Change in Cash & Cash Equivalents,KOZAA,72465991,136391085,175262793,222587267,101175881,166387458,205248810,333215173,-279873472,-395860018,-512867729,-1436772170,81031210,10014995,54582122,46456569,25878943,7598208,84701177,7108392,51989319,101995287
4CBJ,Diğer Nakit ve Nakit Benzerlerindeki Artış,Other Cash & Cash Equivalents Change,KOZAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CBK,Dönem Başı Nakit Değerler,Cash at the beginning of the Quarter,KOZAA,752175450,709761999,682950744,654470246,832339474,781203127,760560780,690583790,653958229,613811237,574214875,1488580804,52423201,54012493,52550810,52156542,54705133,56778002,44859139,54616829,30045513,30806812
4CBL,Dönem Sonu Nakit,Cash at the End of the Quarter,KOZAA,824641441,846153084,858213537,877057513,933515355,947590585,965809590,1023798963,374084758,217951219,61347146,51808633,125606344,59871344,76694380,64579924,72531085,64376210,111811524,34374375,78058216,132802099
